Age,Gender,Category,Purchase Amount (USD),Location,Season,Review Rating,Previous Purchases,Frequency of Purchases
70,Male,Accessories,99,Nevada,Summer,4.6,48,Monthly
29,Male,Accessories,88,Wyoming,Winter,2.6,30,Weekly
67,Male,Outerwear,31,Connecticut,Winter,2.6,40,Monthly
36,Male,Accessories,55,Oregon,Spring,3.8,24,Fortnightly
23,Male,Footwear,81,Mississippi,Fall,4.5,48,Quarterly
18,Male,Clothing,73,Illinois,Spring,3.0,27,Bi-Weekly
53,Male,Clothing,91,Utah,Winter,3.5,14,Every 3 Months
32,Male,Clothing,54,North Carolina,Spring,3.8,18,Bi-Weekly
38,Male,Clothing,40,Kentucky,Winter,3.5,48,Bi-Weekly
47,Male,Clothing,59,Minnesota,Fall,3.1,32,Annually
46,Male,Accessories,26,New York,Spring,3.0,21,Bi-Weekly
66,Male,Clothing,23,Illinois,Winter,4.3,42,Fortnightly
40,Male,Clothing,87,North Dakota,Winter,3.3,4,Quarterly
43,Male,Clothing,71,Louisiana,Winter,4.7,19,Quarterly
58,Male,Accessories,91,Illinois,Winter,4.5,6,Quarterly
21,Male,Outerwear,64,Wyoming,Winter,2.9,2,Fortnightly
42,Male,Footwear,94,Washington,Winter,4.1,21,Fortnightly
24,Male,Clothing,40,Texas,Summer,3.5,40,Annually
43,Male,Accessories,76,New Hampshire,Winter,3.4,33,Fortnightly
47,Male,Clothing,86,Indiana,Fall,3.3,26,Weekly
49,Male,Clothing,92,Alabama,Fall,3.2,23,Fortnightly
50,Male,Footwear,52,Oklahoma,Spring,4.0,39,Every 3 Months
51,Male,Outerwear,28,Montana,Winter,3.6,42,Monthly
40,Male,Clothing,46,Tennessee,Summer,4.6,41,Weekly
45,Male,Accessories,50,New Mexico,Summer,2.6,41,Annually
52,Male,Accessories,23,Iowa,Winter,4.3,12,Fortnightly
62,Male,Outerwear,50,Idaho,Summer,3.4,31,Monthly
20,Male,Clothing,89,Oklahoma,Winter,3.5,34,Fortnightly
43,Male,Clothing,81,Florida,Winter,4.2,32,Annually
29,Male,Accessories,69,Michigan,Fall,3.5,31,Quarterly
22,Male,Accessories,67,Hawaii,Summer,3.6,24,Annually
48,Male,Clothing,20,California,Summer,4.3,31,Annually
42,Male,Footwear,29,Iowa,Fall,4.9,18,Annually
19,Male,Clothing,74,West Virginia,Summer,4.1,15,Monthly
60,Male,Clothing,82,Washington,Spring,3.6,7,Every 3 Months
32,Male,Accessories,23,Missouri,Summer,3.4,35,Fortnightly
26,Male,Accessories,45,New York,Summer,2.9,35,Monthly
25,Male,Footwear,21,Connecticut,Summer,2.7,19,Monthly
66,Male,Accessories,31,Virginia,Summer,4.3,26,Fortnightly
45,Male,Clothing,45,Missouri,Summer,3.3,39,Fortnightly
54,Male,Accessories,56,Nebraska,Winter,2.8,22,Weekly
37,Male,Outerwear,97,New Jersey,Summer,3.2,14,Bi-Weekly
54,Male,Clothing,100,Utah,Fall,3.6,50,Fortnightly
50,Male,Clothing,96,North Carolina,Fall,4.0,33,Quarterly
25,Male,Accessories,99,Rhode Island,Spring,4.9,48,Every 3 Months
47,Male,Clothing,91,Arkansas,Winter,4.0,48,Monthly
63,Male,Accessories,30,Maryland,Winter,3.8,27,Fortnightly
64,Male,Footwear,65,South Carolina,Summer,3.7,27,Weekly
18,Male,Footwear,93,Ohio,Winter,3.9,20,Weekly
59,Male,Outerwear,81,Illinois,Fall,3.3,48,Every 3 Months
37,Male,Accessories,81,Georgia,Summer,2.7,29,Weekly
23,Male,Accessories,52,Alabama,Winter,4.7,45,Monthly
54,Male,Clothing,88,Oklahoma,Summer,2.8,25,Quarterly
38,Male,Clothing,24,Vermont,Winter,4.6,25,Weekly
19,Male,Accessories,51,Nebraska,Spring,4.5,37,Every 3 Months
34,Male,Accessories,38,Georgia,Fall,5.0,16,Quarterly
21,Male,Clothing,46,Alabama,Fall,4.1,30,Bi-Weekly
50,Male,Clothing,63,Minnesota,Summer,4.6,6,Every 3 Months
55,Male,Accessories,72,Missouri,Winter,4.9,36,Quarterly
20,Male,Clothing,39,Georgia,Winter,3.9,3,Quarterly
34,Male,Outerwear,42,West Virginia,Spring,3.9,29,Every 3 Months
62,Male,Clothing,76,Arkansas,Summer,2.6,15,Quarterly
21,Male,Footwear,66,Ohio,Summer,2.7,18,Annually
21,Male,Accessories,90,Connecticut,Spring,3.5,2,Fortnightly
42,Male,Clothing,56,North Dakota,Summer,3.7,49,Weekly
35,Male,Accessories,43,Kansas,Winter,3.2,48,Annually
39,Male,Accessories,84,Iowa,Winter,3.3,43,Monthly
68,Male,Clothing,88,Vermont,Summer,4.8,30,Bi-Weekly
46,Male,Accessories,88,Wisconsin,Fall,3.2,10,Fortnightly
41,Male,Accessories,42,Connecticut,Winter,2.5,11,Annually
23,Male,Clothing,73,Oklahoma,Fall,3.9,12,Weekly
68,Male,Accessories,73,Missouri,Summer,4.7,28,Quarterly
48,Male,Footwear,44,Tennessee,Spring,2.6,36,Fortnightly
38,Male,Footwear,63,New Mexico,Fall,2.8,37,Every 3 Months
41,Male,Outerwear,68,Iowa,Winter,4.4,22,Quarterly
58,Male,Clothing,29,Maine,Spring,4.6,32,Weekly
49,Male,Clothing,85,South Dakota,Summer,3.2,40,Annually
57,Male,Footwear,42,Colorado,Winter,4.2,47,Monthly
49,Male,Outerwear,69,Vermont,Summer,3.7,24,Bi-Weekly
50,Male,Clothing,62,Michigan,Fall,3.9,11,Weekly
28,Male,Accessories,48,Nevada,Summer,4.7,19,Bi-Weekly
38,Male,Footwear,68,Indiana,Winter,4.5,42,Weekly
33,Male,Accessories,36,Michigan,Fall,3.3,6,Fortnightly
30,Male,Clothing,63,California,Fall,3.3,31,Fortnightly
43,Male,Footwear,39,Oklahoma,Winter,4.6,31,Weekly
43,Male,Footwear,78,Iowa,Spring,3.6,27,Monthly
36,Male,Footwear,99,Rhode Island,Winter,4.8,24,Monthly
36,Male,Clothing,31,Washington,Fall,4.8,35,Every 3 Months
64,Male,Footwear,45,Florida,Spring,2.9,21,Annually
59,Male,Clothing,30,South Carolina,Fall,2.8,8,Fortnightly
55,Male,Footwear,24,West Virginia,Summer,3.2,26,Quarterly
42,Male,Footwear,22,Missouri,Winter,3.9,26,Annually
61,Male,Clothing,63,Maine,Spring,4.3,9,Bi-Weekly
28,Male,Accessories,40,Georgia,Fall,2.7,48,Annually
65,Male,Clothing,20,Maine,Spring,5.0,33,Fortnightly
27,Male,Accessories,20,Illinois,Winter,3.7,31,Quarterly
41,Male,Clothing,80,Delaware,Summer,3.9,17,Weekly
21,Male,Clothing,87,West Virginia,Fall,3.9,22,Annually
61,Male,Clothing,46,Hawaii,Fall,3.1,8,Annually
19,Male,Accessories,49,New York,Winter,3.3,2,Monthly
22,Male,Accessories,65,New Mexico,Fall,3.6,45,Annually
64,Male,Clothing,62,Indiana,Winter,4.3,47,Quarterly
28,Male,Accessories,67,Kentucky,Spring,4.5,7,Monthly
34,Male,Clothing,41,West Virginia,Fall,2.8,19,Bi-Weekly
61,Male,Footwear,49,North Dakota,Fall,2.7,44,Every 3 Months
24,Male,Clothing,100,Oregon,Fall,2.9,16,Every 3 Months
19,Male,Accessories,54,Minnesota,Summer,4.4,17,Quarterly
51,Male,Accessories,84,South Carolina,Spring,3.9,20,Quarterly
36,Male,Clothing,41,Vermont,Winter,3.5,50,Annually
65,Male,Accessories,88,Minnesota,Spring,2.5,37,Quarterly
46,Male,Footwear,40,Delaware,Spring,4.9,5,Quarterly
59,Male,Clothing,39,Pennsylvania,Summer,4.8,44,Annually
51,Male,Outerwear,37,Iowa,Spring,3.2,41,Monthly
51,Male,Clothing,52,New Jersey,Winter,4.9,19,Monthly
21,Male,Clothing,23,South Carolina,Winter,4.3,47,Every 3 Months
34,Male,Footwear,88,Maryland,Winter,3.2,40,Annually
32,Male,Clothing,84,California,Fall,3.7,6,Monthly
48,Male,Outerwear,37,Montana,Winter,3.2,25,Bi-Weekly
50,Male,Footwear,51,Vermont,Fall,3.4,42,Weekly
26,Male,Clothing,76,Texas,Winter,4.1,35,Every 3 Months
57,Male,Footwear,60,North Carolina,Spring,4.5,17,Weekly
65,Male,Accessories,72,Florida,Fall,4.5,4,Quarterly
56,Male,Clothing,45,West Virginia,Spring,3.2,24,Weekly
44,Male,Outerwear,84,Illinois,Fall,4.4,16,Every 3 Months
50,Male,Clothing,49,Virginia,Summer,3.0,14,Annually
27,Male,Clothing,22,Virginia,Spring,3.2,43,Weekly
49,Male,Outerwear,48,Wyoming,Winter,4.0,49,Weekly
49,Male,Clothing,37,South Carolina,Spring,3.1,33,Every 3 Months
52,Male,Outerwear,27,Connecticut,Fall,2.8,45,Bi-Weekly
27,Male,Footwear,79,Illinois,Spring,4.6,35,Bi-Weekly
53,Male,Clothing,98,Alabama,Spring,4.3,11,Monthly
34,Male,Footwear,64,Washington,Summer,3.3,30,Every 3 Months
33,Male,Outerwear,32,Alabama,Summer,3.5,48,Annually
62,Male,Clothing,74,New Mexico,Winter,3.4,45,Bi-Weekly
38,Male,Outerwear,50,Nevada,Winter,2.8,26,Weekly
36,Male,Accessories,64,Nebraska,Winter,4.6,41,Every 3 Months
31,Male,Accessories,29,Arizona,Fall,3.6,37,Bi-Weekly
62,Male,Accessories,62,Georgia,Summer,3.3,12,Weekly
29,Male,Outerwear,78,Idaho,Fall,3.1,27,Bi-Weekly
24,Male,Clothing,94,Missouri,Fall,3.5,18,Weekly
63,Male,Accessories,59,Florida,Winter,3.2,15,Quarterly
56,Male,Footwear,47,Minnesota,Summer,3.0,34,Weekly
63,Male,Accessories,57,Maine,Fall,4.8,37,Annually
40,Male,Outerwear,90,Montana,Winter,5.0,21,Fortnightly
18,Male,Clothing,60,Alaska,Spring,2.9,31,Weekly
50,Male,Footwear,77,Iowa,Fall,3.2,43,Every 3 Months
66,Male,Accessories,41,Arizona,Fall,2.9,22,Monthly
25,Male,Accessories,48,Louisiana,Fall,3.3,12,Annually
65,Male,Outerwear,65,Alabama,Fall,2.6,25,Fortnightly
53,Male,Clothing,62,Missouri,Summer,3.5,40,Annually
61,Male,Footwear,99,Idaho,Fall,4.4,16,Quarterly
67,Male,Clothing,58,Florida,Winter,3.4,30,Weekly
59,Male,Accessories,43,Idaho,Fall,4.2,10,Weekly
55,Male,Footwear,93,Alabama,Spring,3.6,1,Fortnightly
21,Male,Clothing,50,New Hampshire,Winter,3.0,24,Fortnightly
44,Male,Clothing,88,Utah,Summer,4.0,36,Monthly
65,Male,Clothing,33,Alabama,Fall,4.4,46,Every 3 Months
65,Male,Clothing,99,Iowa,Fall,4.1,20,Annually
54,Male,Outerwear,76,Kentucky,Spring,3.6,37,Weekly
56,Male,Accessories,97,South Carolina,Summer,4.6,26,Annually
58,Male,Clothing,68,California,Summer,3.2,23,Bi-Weekly
54,Male,Footwear,79,Maine,Fall,4.8,20,Bi-Weekly
58,Male,Clothing,86,Nebraska,Fall,4.8,38,Monthly
48,Male,Accessories,68,Washington,Winter,5.0,5,Every 3 Months
19,Male,Clothing,52,Alabama,Fall,3.7,41,Annually
69,Male,Footwear,90,Maine,Fall,4.6,22,Fortnightly
58,Male,Footwear,41,California,Winter,3.7,48,Annually
49,Male,Clothing,80,Iowa,Spring,4.1,10,Weekly
32,Male,Clothing,100,Iowa,Winter,2.7,12,Every 3 Months
40,Male,Outerwear,77,Colorado,Spring,4.9,2,Quarterly
25,Male,Clothing,78,California,Spring,4.0,38,Monthly
70,Male,Clothing,94,Indiana,Spring,4.7,20,Monthly
69,Male,Clothing,23,South Carolina,Fall,2.8,5,Every 3 Months
45,Male,Clothing,20,Wisconsin,Winter,4.9,9,Annually
29,Male,Clothing,86,Washington,Fall,4.2,48,Every 3 Months
47,Male,Footwear,60,South Dakota,Fall,3.0,9,Quarterly
28,Male,Clothing,70,Minnesota,Fall,3.4,40,Annually
64,Male,Accessories,39,Alaska,Fall,4.6,30,Fortnightly
47,Male,Accessories,37,Kentucky,Fall,4.2,6,Bi-Weekly
60,Male,Footwear,29,North Dakota,Fall,3.2,42,Every 3 Months
67,Male,Outerwear,35,Alaska,Winter,4.4,9,Every 3 Months
35,Male,Clothing,83,Oklahoma,Winter,2.5,6,Monthly
30,Male,Footwear,77,Delaware,Summer,3.6,47,Quarterly
23,Male,Footwear,37,Montana,Summer,4.5,36,Annually
70,Male,Accessories,69,Alaska,Summer,3.4,19,Fortnightly
21,Male,Clothing,66,California,Winter,3.2,30,Every 3 Months
51,Male,Footwear,26,Massachusetts,Spring,4.2,27,Every 3 Months
22,Male,Accessories,63,South Carolina,Spring,5.0,25,Monthly
32,Male,Accessories,38,West Virginia,Summer,4.7,5,Fortnightly
37,Male,Footwear,58,Oregon,Summer,4.2,10,Every 3 Months
31,Male,Accessories,46,Massachusetts,Winter,3.4,26,Every 3 Months
44,Male,Accessories,92,West Virginia,Fall,4.4,11,Every 3 Months
40,Male,Accessories,32,California,Winter,4.2,17,Weekly
27,Male,Accessories,90,Colorado,Spring,4.5,44,Monthly
47,Male,Clothing,23,Indiana,Fall,2.8,44,Monthly
41,Male,Accessories,25,Delaware,Fall,3.3,21,Every 3 Months
51,Male,Clothing,54,Ohio,Fall,4.6,49,Fortnightly
53,Male,Clothing,72,Oklahoma,Summer,2.5,27,Every 3 Months
43,Male,Accessories,33,California,Winter,4.7,19,Monthly
67,Male,Accessories,43,New Hampshire,Fall,4.6,33,Quarterly
61,Male,Outerwear,51,Pennsylvania,Fall,2.6,46,Bi-Weekly
68,Male,Accessories,85,Idaho,Winter,4.0,21,Bi-Weekly
67,Male,Footwear,100,Maryland,Summer,2.6,23,Annually
29,Male,Accessories,72,Pennsylvania,Spring,4.6,38,Every 3 Months
50,Male,Accessories,57,Colorado,Fall,2.6,2,Quarterly
61,Male,Outerwear,94,Indiana,Spring,4.0,21,Bi-Weekly
19,Male,Accessories,34,Nebraska,Summer,4.6,1,Every 3 Months
33,Male,Accessories,89,Rhode Island,Fall,3.7,10,Every 3 Months
51,Male,Accessories,27,Kansas,Fall,4.4,45,Weekly
69,Male,Clothing,63,Georgia,Spring,4.0,44,Fortnightly
19,Male,Footwear,70,Nevada,Fall,4.7,48,Bi-Weekly
55,Male,Clothing,87,South Carolina,Fall,3.4,21,Annually
49,Male,Accessories,79,Delaware,Fall,4.0,1,Weekly
31,Male,Accessories,79,New Hampshire,Spring,3.9,10,Annually
42,Male,Footwear,44,Oregon,Winter,4.1,24,Monthly
69,Male,Clothing,85,Massachusetts,Fall,3.7,29,Monthly
26,Male,Footwear,90,Vermont,Spring,4.7,11,Annually
41,Male,Accessories,94,Mississippi,Fall,4.3,33,Annually
55,Male,Footwear,68,Washington,Summer,4.1,27,Fortnightly
35,Male,Accessories,51,Wyoming,Winter,3.9,19,Fortnightly
66,Male,Footwear,33,Minnesota,Spring,2.9,50,Quarterly
36,Male,Footwear,60,Ohio,Summer,3.9,46,Weekly
27,Male,Clothing,59,South Carolina,Fall,4.3,28,Quarterly
41,Male,Accessories,30,Wisconsin,Summer,2.8,14,Every 3 Months
21,Male,Clothing,20,Tennessee,Winter,3.4,46,Fortnightly
53,Male,Footwear,20,Maryland,Summer,2.7,41,Monthly
54,Male,Clothing,24,Mississippi,Spring,4.0,50,Annually
53,Male,Clothing,88,Minnesota,Summer,4.4,28,Fortnightly
47,Male,Clothing,78,Alaska,Winter,3.9,23,Every 3 Months
64,Male,Clothing,25,Arkansas,Spring,2.8,14,Bi-Weekly
18,Male,Clothing,57,Oregon,Winter,3.2,10,Every 3 Months
68,Male,Accessories,93,Louisiana,Summer,4.3,37,Weekly
62,Male,Clothing,42,Oklahoma,Summer,4.2,15,Bi-Weekly
51,Male,Footwear,54,Indiana,Spring,4.9,19,Bi-Weekly
54,Male,Clothing,70,Mississippi,Summer,3.7,23,Fortnightly
22,Male,Clothing,31,Michigan,Winter,4.1,35,Weekly
53,Male,Clothing,93,Delaware,Spring,4.2,33,Every 3 Months
34,Male,Accessories,40,Florida,Spring,3.9,12,Annually
32,Male,Accessories,32,Arkansas,Summer,2.9,41,Fortnightly
64,Male,Accessories,27,Minnesota,Winter,3.1,27,Weekly
20,Male,Accessories,68,North Dakota,Winter,3.6,45,Fortnightly
24,Male,Accessories,59,California,Summer,4.4,23,Annually
20,Male,Accessories,36,Mississippi,Fall,3.1,19,Monthly
42,Male,Clothing,23,Pennsylvania,Summer,3.9,6,Quarterly
48,Male,Outerwear,80,Arizona,Winter,4.3,6,Quarterly
62,Male,Accessories,37,Louisiana,Fall,4.9,20,Weekly
62,Male,Clothing,52,Virginia,Spring,3.6,8,Weekly
50,Male,Outerwear,79,Montana,Fall,5.0,39,Quarterly
57,Male,Clothing,68,Iowa,Fall,4.1,39,Quarterly
24,Male,Accessories,98,Illinois,Fall,2.8,39,Bi-Weekly
59,Male,Clothing,83,Alaska,Fall,4.7,23,Monthly
63,Male,Clothing,83,Colorado,Winter,4.4,41,Bi-Weekly
41,Male,Clothing,55,New Mexico,Spring,4.9,50,Annually
35,Male,Clothing,26,Colorado,Winter,3.1,30,Quarterly
34,Male,Accessories,76,Arizona,Winter,2.6,32,Quarterly
49,Male,Clothing,85,Hawaii,Fall,2.9,35,Monthly
43,Male,Outerwear,89,Illinois,Spring,3.3,45,Bi-Weekly
63,Male,Clothing,41,Louisiana,Spring,4.8,37,Bi-Weekly
38,Male,Outerwear,30,Iowa,Winter,4.7,45,Weekly
59,Male,Clothing,53,Washington,Winter,3.3,29,Quarterly
35,Male,Clothing,66,Oklahoma,Spring,4.2,27,Bi-Weekly
48,Male,Accessories,33,Washington,Winter,4.7,36,Annually
64,Male,Accessories,86,Arkansas,Spring,2.6,9,Annually
28,Male,Clothing,60,Connecticut,Winter,2.9,38,Bi-Weekly
60,Male,Clothing,62,Washington,Summer,2.7,41,Annually
27,Male,Clothing,74,Maine,Fall,3.3,25,Every 3 Months
56,Male,Footwear,95,Michigan,Fall,3.4,37,Fortnightly
58,Male,Footwear,25,Tennessee,Spring,4.2,3,Annually
30,Male,Clothing,59,Louisiana,Winter,3.8,24,Every 3 Months
23,Male,Outerwear,29,Missouri,Summer,4.0,49,Bi-Weekly
33,Male,Footwear,36,Michigan,Winter,2.7,3,Monthly
63,Male,Accessories,82,Alabama,Summer,4.7,42,Monthly
70,Male,Clothing,71,Massachusetts,Winter,3.5,32,Fortnightly
70,Male,Clothing,35,Indiana,Fall,3.0,33,Fortnightly
19,Male,Accessories,38,West Virginia,Winter,3.3,46,Quarterly
25,Male,Accessories,59,Michigan,Summer,4.7,44,Monthly
19,Male,Clothing,91,Pennsylvania,Summer,4.7,35,Every 3 Months
25,Male,Clothing,68,Alaska,Spring,4.8,45,Weekly
60,Male,Accessories,21,Massachusetts,Summer,2.9,37,Bi-Weekly
35,Male,Accessories,95,North Dakota,Spring,4.0,40,Every 3 Months
46,Male,Clothing,52,Vermont,Spring,3.1,30,Every 3 Months
41,Male,Clothing,21,Kentucky,Fall,3.5,38,Every 3 Months
30,Male,Clothing,67,Nevada,Summer,3.7,15,Every 3 Months
44,Male,Accessories,42,Utah,Fall,2.8,49,Monthly
61,Male,Accessories,63,North Dakota,Summer,4.6,40,Quarterly
55,Male,Footwear,41,Iowa,Winter,3.8,40,Weekly
50,Male,Accessories,46,Connecticut,Fall,2.6,5,Weekly
57,Male,Clothing,79,Wisconsin,Winter,4.1,5,Monthly
51,Male,Footwear,90,Idaho,Fall,3.3,5,Every 3 Months
18,Male,Clothing,71,Montana,Winter,3.4,1,Weekly
63,Male,Clothing,87,Connecticut,Summer,3.0,21,Weekly
34,Male,Clothing,66,Idaho,Spring,3.2,18,Annually
25,Male,Clothing,90,Arkansas,Summer,4.5,49,Quarterly
46,Male,Clothing,47,Iowa,Summer,4.8,27,Weekly
59,Male,Clothing,38,Louisiana,Spring,3.7,21,Annually
37,Male,Accessories,50,Kentucky,Summer,3.4,19,Fortnightly
49,Male,Outerwear,79,Massachusetts,Summer,4.6,23,Monthly
22,Male,Accessories,91,Virginia,Spring,4.1,26,Fortnightly
64,Male,Footwear,60,New Hampshire,Spring,3.5,13,Bi-Weekly
42,Male,Clothing,81,New Hampshire,Summer,3.8,36,Quarterly
37,Male,Clothing,90,Oregon,Summer,2.6,39,Bi-Weekly
26,Male,Outerwear,70,South Dakota,Fall,4.4,40,Fortnightly
33,Male,Clothing,63,Delaware,Spring,2.6,37,Quarterly
30,Male,Accessories,29,Missouri,Spring,3.6,9,Bi-Weekly
21,Male,Clothing,90,Alaska,Spring,4.2,7,Every 3 Months
22,Male,Clothing,22,Florida,Summer,4.6,25,Annually
63,Male,Clothing,22,Mississippi,Summer,3.3,42,Bi-Weekly
33,Male,Accessories,62,New Mexico,Fall,3.4,19,Weekly
43,Male,Clothing,57,California,Summer,4.4,41,Every 3 Months
27,Male,Clothing,32,Wyoming,Summer,4.3,50,Bi-Weekly
35,Male,Accessories,53,Missouri,Fall,3.5,43,Monthly
37,Male,Clothing,79,New Hampshire,Fall,4.7,36,Every 3 Months
61,Male,Accessories,61,Texas,Winter,3.1,33,Fortnightly
32,Male,Clothing,78,North Dakota,Summer,3.6,20,Every 3 Months
62,Male,Clothing,97,Arkansas,Winter,4.8,37,Every 3 Months
29,Male,Clothing,78,Nebraska,Winter,3.7,12,Every 3 Months
41,Male,Accessories,56,Minnesota,Summer,3.2,46,Every 3 Months
48,Male,Footwear,25,Massachusetts,Summer,3.9,28,Fortnightly
43,Male,Outerwear,28,Arkansas,Spring,3.5,30,Fortnightly
34,Male,Clothing,57,New Hampshire,Spring,2.8,28,Bi-Weekly
45,Male,Clothing,36,Rhode Island,Fall,2.7,20,Bi-Weekly
65,Male,Clothing,69,New Jersey,Winter,3.1,39,Every 3 Months
61,Male,Accessories,48,Montana,Fall,3.6,48,Bi-Weekly
18,Male,Clothing,58,Colorado,Spring,2.9,32,Every 3 Months
47,Male,Accessories,24,Nebraska,Spring,3.6,28,Annually
56,Male,Accessories,31,Minnesota,Winter,3.5,27,Quarterly
64,Male,Clothing,29,Minnesota,Summer,3.5,26,Bi-Weekly
26,Male,Clothing,69,South Dakota,Summer,2.8,22,Fortnightly
22,Male,Clothing,79,West Virginia,Summer,4.7,23,Every 3 Months
64,Male,Clothing,39,Nevada,Summer,3.1,21,Quarterly
21,Male,Accessories,84,North Carolina,Fall,4.9,36,Weekly
67,Male,Footwear,66,Illinois,Spring,4.1,42,Bi-Weekly
46,Male,Clothing,92,Michigan,Fall,4.7,4,Monthly
40,Male,Footwear,45,Michigan,Winter,2.5,47,Annually
51,Male,Clothing,74,Oklahoma,Spring,4.4,13,Weekly
35,Male,Accessories,39,South Dakota,Fall,3.9,8,Quarterly
56,Male,Accessories,71,Oklahoma,Winter,3.7,11,Quarterly
25,Male,Clothing,95,Maryland,Fall,3.4,5,Annually
65,Male,Accessories,72,Ohio,Fall,4.8,1,Monthly
39,Male,Accessories,85,Ohio,Fall,4.2,17,Every 3 Months
47,Male,Footwear,54,Massachusetts,Fall,3.4,27,Quarterly
36,Male,Accessories,41,North Carolina,Spring,2.9,3,Quarterly
66,Male,Outerwear,24,Florida,Spring,3.3,22,Weekly
62,Male,Accessories,99,Montana,Summer,4.8,24,Fortnightly
41,Male,Clothing,32,Minnesota,Fall,3.8,18,Quarterly
66,Male,Footwear,71,Massachusetts,Summer,4.6,39,Every 3 Months
51,Male,Clothing,49,Rhode Island,Winter,2.6,25,Fortnightly
33,Male,Accessories,50,Minnesota,Fall,3.4,6,Annually
57,Male,Accessories,91,Nevada,Fall,4.2,26,Weekly
45,Male,Accessories,46,New Mexico,Fall,3.9,43,Fortnightly
61,Male,Clothing,50,North Carolina,Spring,2.9,6,Monthly
55,Male,Clothing,39,Virginia,Fall,4.2,6,Quarterly
54,Male,Footwear,99,Alaska,Summer,3.0,13,Quarterly
57,Male,Accessories,48,Nevada,Winter,3.6,13,Monthly
27,Male,Outerwear,77,Pennsylvania,Fall,2.5,11,Annually
64,Male,Accessories,95,Illinois,Spring,2.6,45,Weekly
52,Male,Clothing,100,Delaware,Spring,4.3,8,Monthly
19,Male,Footwear,54,Vermont,Spring,3.3,8,Annually
22,Male,Clothing,68,Hawaii,Fall,2.6,34,Fortnightly
18,Male,Clothing,22,Illinois,Fall,3.6,40,Bi-Weekly
29,Male,Accessories,84,California,Winter,2.6,14,Bi-Weekly
42,Male,Accessories,46,Nevada,Summer,3.5,11,Quarterly
49,Male,Accessories,53,Kentucky,Winter,3.0,8,Monthly
49,Male,Clothing,60,Alabama,Spring,5.0,8,Every 3 Months
55,Male,Clothing,32,Wyoming,Spring,2.5,37,Weekly
29,Male,Clothing,50,Massachusetts,Summer,2.9,23,Annually
60,Male,Clothing,94,Utah,Spring,4.6,38,Annually
34,Male,Footwear,26,New York,Spring,3.6,38,Quarterly
30,Male,Accessories,44,Vermont,Winter,3.0,12,Fortnightly
28,Male,Clothing,57,Hawaii,Summer,4.5,15,Weekly
63,Male,Clothing,65,Louisiana,Winter,4.5,38,Fortnightly
31,Male,Clothing,72,Alabama,Winter,3.2,41,Every 3 Months
46,Male,Clothing,62,Louisiana,Spring,4.0,37,Fortnightly
70,Male,Accessories,21,Indiana,Winter,4.8,16,Every 3 Months
53,Male,Accessories,85,Michigan,Spring,3.7,25,Weekly
50,Male,Clothing,51,Rhode Island,Summer,3.8,18,Quarterly
33,Male,Accessories,84,Idaho,Fall,2.7,4,Bi-Weekly
22,Male,Clothing,37,Louisiana,Summer,4.9,12,Quarterly
50,Male,Accessories,44,North Carolina,Summer,3.1,35,Fortnightly
34,Male,Footwear,45,New Jersey,Spring,4.2,45,Weekly
24,Male,Clothing,35,Alabama,Summer,3.8,16,Monthly
69,Male,Accessories,50,Kentucky,Winter,4.2,10,Fortnightly
39,Male,Footwear,26,New York,Summer,4.6,34,Annually
42,Male,Clothing,78,Arizona,Fall,4.0,43,Annually
42,Male,Outerwear,82,Maryland,Fall,4.0,38,Weekly
29,Male,Clothing,39,Alaska,Spring,3.8,48,Every 3 Months
55,Male,Accessories,55,Nevada,Summer,3.3,31,Annually
32,Male,Clothing,20,Utah,Summer,2.6,20,Every 3 Months
25,Male,Accessories,29,New Mexico,Fall,4.9,12,Fortnightly
38,Male,Clothing,41,Delaware,Winter,3.5,2,Weekly
32,Male,Clothing,38,Connecticut,Winter,2.8,30,Every 3 Months
43,Male,Footwear,47,Mississippi,Summer,2.6,28,Quarterly
41,Male,Clothing,30,Connecticut,Summer,3.7,40,Monthly
56,Male,Clothing,56,Florida,Summer,2.7,46,Quarterly
27,Male,Clothing,89,New York,Winter,3.3,15,Weekly
46,Male,Footwear,96,Wisconsin,Fall,4.6,38,Every 3 Months
48,Male,Footwear,81,South Carolina,Fall,4.9,30,Bi-Weekly
52,Male,Accessories,83,South Dakota,Fall,4.9,32,Bi-Weekly
18,Male,Footwear,35,Illinois,Winter,2.7,36,Quarterly
64,Male,Footwear,56,Alaska,Summer,3.2,32,Weekly
54,Male,Accessories,45,Montana,Summer,2.9,14,Annually
31,Male,Clothing,62,Minnesota,Winter,3.8,8,Monthly
30,Male,Accessories,84,West Virginia,Spring,3.0,27,Bi-Weekly
26,Male,Clothing,24,Illinois,Summer,3.9,24,Monthly
25,Male,Accessories,21,Nevada,Spring,4.7,30,Fortnightly
59,Male,Clothing,91,Idaho,Winter,4.9,34,Monthly
55,Male,Accessories,36,Colorado,Winter,4.8,28,Quarterly
56,Male,Footwear,39,Louisiana,Spring,2.5,27,Monthly
62,Male,Clothing,39,Vermont,Spring,3.9,31,Bi-Weekly
35,Male,Clothing,59,Mississippi,Winter,3.4,23,Annually
51,Male,Accessories,27,Georgia,Winter,2.5,11,Quarterly
61,Male,Clothing,94,Georgia,Spring,3.0,48,Quarterly
27,Male,Accessories,94,Nebraska,Fall,3.6,17,Monthly
